X,Y,Z,formation,series,formation number
616176.6411285619,2476320.576606745,547.0,Unit2,Default series,2
616167.8828358507,2476308.139740822,546.0,Unit2,Default series,2
616136.7693234956,2476294.02901342,543.0,Unit2,Default series,2
616112.9380460229,2476282.395798066,538.0,Unit2,Default series,2
616097.4069130247,2476250.212479522,522.0,Unit2,Default series,2
616073.1312763916,2476233.1495963996,522.0,Unit2,Default series,2
616052.603660555,2476212.083024433,510.0,Unit2,Default series,2
616034.1703808024,2476193.2759492965,503.0,Unit2,Default series,2
616016.669128577,2476175.4611205915,507.0,Unit2,Default series,2
616006.6603841374,2476150.41270142,499.0,Unit2,Default series,2
615995.2732767889,2476122.5931668775,488.0,Unit2,Default series,2
616007.8546002249,2476090.272006594,478.0,Unit2,Default series,2
615999.3944951302,2476070.1552166846,473.0,Unit2,Default series,2
615997.659827804,2476051.9032562957,473.0,Unit2,Default series,2
615961.8346221631,2476004.4610792734,456.0,Unit2,Default series,2
615942.883390772,2475970.1293570115,449.0,Unit2,Default series,2
615939.0414766234,2475949.1503723706,444.0,Unit2,Default series,2
615960.2682497912,2475916.677443763,437.0,Unit2,Default series,2
615935.7973610512,2475875.1928369035,444.0,Unit2,Default series,2
615928.5476983843,2475829.639415663,445.0,Unit2,Default series,2
615928.6329550523,2475776.9187377733,442.0,Unit2,Default series,2
615918.1818931028,2475761.1334419926,443.0,Unit2,Default series,2
615920.337790051,2475741.6468065823,438.0,Unit2,Default series,2
615912.689291131,2475724.9166189544,438.0,Unit2,Default series,2
615860.0081861084,2475702.6478093984,445.0,Unit2,Default series,2
615832.5255455845,2475685.615625006,450.0,Unit2,Default series,2
615808.5562061259,2475643.9055894343,438.0,Unit2,Default series,2
615768.9153564714,2475621.911396117,430.0,Unit2,Default series,2
615768.9517755911,2475621.3406813457,430.0,Unit2,Default series,2
615771.9713435731,2475562.468720676,418.0,Unit2,Default series,2
615759.5383682961,2475527.55703887,418.0,Unit2,Default series,2
615759.7170627218,2475525.820445819,418.0,Unit2,Default series,2
615739.587623511,2475478.073734331,410.0,Unit2,Default series,2
615711.9874796008,2475448.181121393,418.0,Unit2,Default series,2
615666.299155624,2475450.659518231,426.0,Unit2,Default series,2
615644.3887575894,2475437.5796184507,431.0,Unit2,Default series,2
615622.9482380375,2475422.2884485284,425.0,Unit2,Default series,2
615608.0203512573,2475404.048584018,425.0,Unit2,Default series,2
615578.8680036629,2475356.395658813,399.0,Unit2,Default series,2
615548.4417716805,2475334.8261111677,386.0,Unit2,Default series,2
615548.4513494667,2475334.1278847423,386.0,Unit2,Default series,2
615539.7543387908,2475304.7992621525,380.0,Unit2,Default series,2
615549.306866455,2475275.1991363033,378.0,Unit2,Default series,2
615600.3259246591,2475206.291528757,375.0,Unit2,Default series,2
615531.0010775465,2475111.0069938037,374.0,Unit2,Default series,2
615456.1722263799,2475014.7488296297,384.0,Unit2,Default series,2
615453.0655009383,2474906.990966085,390.0,Unit2,Default series,2
615433.3781261846,2474792.944585285,409.0,Unit2,Default series,2
615445.1829032142,2474692.4874965916,426.0,Unit2,Default series,2
615390.6510991814,2474577.8386556963,453.0,Unit2,Default series,2
615309.983895334,2474491.979490457,450.0,Unit2,Default series,2
615240.3448778937,2474465.59875038,459.0,Unit2,Default series,2
615235.5934426322,2474463.8941731895,459.0,Unit2,Default series,2
615177.9736211573,2474431.7575464263,455.0,Unit2,Default series,2
615128.2652537841,2474374.3398833075,437.0,Unit2,Default series,2
615104.7474054194,2474338.424023116,420.0,Unit2,Default series,2
615124.1075991109,2474312.492949608,407.0,Unit2,Default series,2
615115.1267798145,2474273.6329472275,409.0,Unit2,Default series,2
615085.6925963605,2474161.1470827353,401.0,Unit2,Default series,2
615092.3152284651,2474124.105209688,384.0,Unit2,Default series,2
615129.4307171416,2474063.334056639,359.0,Unit2,Default series,2
615209.2731378911,2474014.794455355,353.0,Unit2,Default series,2
615353.7670547221,2473972.564486148,357.0,Unit2,Default series,2
615477.6387726543,2473954.5907976115,340.0,Unit2,Default series,2
615559.5714003815,2474023.620108127,346.0,Unit2,Default series,2
615615.982437866,2474149.393156329,350.0,Unit2,Default series,2
615649.2851477682,2474211.308798097,362.0,Unit2,Default series,2
615783.3656232014,2474331.778831183,412.0,Unit2,Default series,2
615891.9483967642,2474397.6139543974,433.0,Unit2,Default series,2
615963.9543764871,2474452.991176792,424.0,Unit2,Default series,2
616091.7165625237,2474429.21867104,401.0,Unit2,Default series,2
616153.8196900949,2474341.6725268336,399.0,Unit2,Default series,2
616323.8955352311,2474315.1891240953,379.0,Unit2,Default series,2
616446.6966409897,2474373.481678316,352.0,Unit2,Default series,2
616557.5095630018,2474370.235927161,342.0,Unit2,Default series,2
616726.6682779996,2474354.535625317,336.0,Unit2,Default series,2
616773.2567602291,2474336.7443184815,340.0,Unit2,Default series,2
616793.9794114272,2474369.9176415624,346.0,Unit2,Default series,2
616800.8363930649,2474368.0364475166,346.0,Unit2,Default series,2
616858.3579279056,2474343.99123896,337.0,Unit2,Default series,2
616886.391411137,2474366.885634232,347.0,Unit2,Default series,2
617615.9466101301,2477521.646727762,611.0,Unit3,Default series,3
617616.6437505465,2477515.967273521,595.0,Unit3,Default series,3
617630.1788691035,2477429.6525526536,581.0,Unit3,Default series,3
617615.8617328603,2477282.9698120155,537.0,Unit3,Default series,3
617677.77611256,2477105.0815314115,567.0,Unit3,Default series,3
617691.4883221101,2477051.846805704,565.0,Unit3,Default series,3
617735.9949805939,2476978.2208301737,584.0,Unit3,Default series,3
617762.5991606653,2476953.5772591354,590.0,Unit3,Default series,3
617764.1264754597,2476951.4739347217,590.0,Unit3,Default series,3
617809.1235446654,2476926.9149047374,580.0,Unit3,Default series,3
617823.6325704887,2476895.7047863784,570.0,Unit3,Default series,3
617948.6893640321,2476798.895319167,540.0,Unit3,Default series,3
617968.5099600649,2476764.9065496908,531.0,Unit3,Default series,3
617824.1419999013,2476770.9045114866,544.0,Unit3,Default series,3
617792.9681146216,2476717.87487874,546.0,Unit3,Default series,3
617786.5541100232,2476677.1134882807,561.0,Unit3,Default series,3
617773.8134239265,2476628.9449455338,582.0,Unit3,Default series,3
617739.574878107,2476580.458072456,603.0,Unit3,Default series,3
617623.8542462698,2476506.4908998753,689.0,Unit3,Default series,3
617561.7814467044,2476511.561753693,704.0,Unit3,Default series,3
617500.8296372984,2476510.134076907,702.0,Unit3,Default series,3
617477.736900312,2476479.373174832,712.0,Unit3,Default series,3
617435.9525453832,2476425.064810446,736.0,Unit3,Default series,3
617416.2991541687,2476408.2059790096,734.0,Unit3,Default series,3
617381.0569385897,2476375.9837529683,744.0,Unit3,Default series,3
617342.1328577122,2476380.3106634757,741.0,Unit3,Default series,3
617340.1934016858,2476397.753064398,741.0,Unit3,Default series,3
617320.6125431492,2476380.1673868955,733.0,Unit3,Default series,3
617317.5301432003,2476378.5719450554,733.0,Unit3,Default series,3
617301.0953571022,2476366.505609652,735.0,Unit3,Default series,3
617264.8659847712,2476321.487017493,724.0,Unit3,Default series,3
617238.2205193317,2476299.5198817123,730.0,Unit3,Default series,3
617216.3759003927,2476293.9050682434,708.0,Unit3,Default series,3
617195.0996936196,2476250.0194486845,727.0,Unit3,Default series,3
617188.5839400411,2476190.4106370676,745.0,Unit3,Default series,3
617171.9193048908,2476162.1043188716,757.0,Unit3,Default series,3
617135.4670000713,2476119.28640952,757.0,Unit3,Default series,3
617095.160567138,2476083.718078189,746.0,Unit3,Default series,3
617075.2297680639,2476105.3371973834,725.0,Unit3,Default series,3
617054.6890588962,2476101.064214086,733.0,Unit3,Default series,3
617052.401770433,2476099.163790985,733.0,Unit3,Default series,3
617034.682825461,2476071.904906751,743.0,Unit3,Default series,3
617023.3450049027,2476039.3632453023,761.0,Unit3,Default series,3
616977.743698782,2476028.0183749744,727.0,Unit3,Default series,3
616969.1282067933,2476022.8495009043,727.0,Unit3,Default series,3
616968.4376852646,2476021.021656707,727.0,Unit3,Default series,3
616968.4789407777,2476018.2270228867,727.0,Unit3,Default series,3
616970.0521198492,2475988.275601035,747.0,Unit3,Default series,3
616954.1070524405,2475955.6770705613,750.0,Unit3,Default series,3
616932.5169664912,2475944.3291697884,750.0,Unit3,Default series,3
616920.7131688109,2475934.5370175843,726.0,Unit3,Default series,3
616920.2240308298,2475905.3783460706,739.0,Unit3,Default series,3
616932.1183812555,2475885.917485252,762.0,Unit3,Default series,3
616927.4845307142,2475862.0900554485,766.0,Unit3,Default series,3
616899.2019941832,2475829.3569998625,762.0,Unit3,Default series,3
616912.1558984868,2475803.7915257406,761.0,Unit3,Default series,3
616916.1376502203,2475785.571926106,761.0,Unit3,Default series,3
616909.9358113293,2475753.977926312,766.0,Unit3,Default series,3
616889.0276987619,2475727.0485500176,764.0,Unit3,Default series,3
616839.0991328278,2475712.697787004,754.0,Unit3,Default series,3
616816.693096457,2475690.7601897707,748.0,Unit3,Default series,3
616795.099419527,2475670.1373484726,727.0,Unit3,Default series,3
616771.0067002326,2475642.6427892097,723.0,Unit3,Default series,3
616747.0048541038,2475624.9319517394,717.0,Unit3,Default series,3
616736.1184682306,2475597.5323365172,727.0,Unit3,Default series,3
616694.5052258509,2475577.705818156,710.0,Unit3,Default series,3
616676.9752068477,2475561.7509158896,715.0,Unit3,Default series,3
616649.6137229442,2475555.9241816127,706.0,Unit3,Default series,3
616609.0920035304,2475556.6671487573,704.0,Unit3,Default series,3
616565.8531076735,2475550.9207230043,676.0,Unit3,Default series,3
616536.9953448054,2475550.6435155054,657.0,Unit3,Default series,3
616485.9266666817,2475472.4955821172,680.0,Unit3,Default series,3
616452.0127593908,2475447.18217183,661.0,Unit3,Default series,3
616391.8120186926,2475401.4579608766,635.0,Unit3,Default series,3
616332.6551966164,2475371.2257262156,625.0,Unit3,Default series,3
616312.8910096486,2475350.2607677556,621.0,Unit3,Default series,3
616277.6850091673,2475257.764167182,588.0,Unit3,Default series,3
616261.7228275125,2475216.0865896596,562.0,Unit3,Default series,3
616282.6198913641,2475186.0401026607,571.0,Unit3,Default series,3
616304.2368565522,2475158.787424765,571.0,Unit3,Default series,3
616301.5037219494,2475128.130842016,575.0,Unit3,Default series,3
616299.2425593024,2475127.0457835426,575.0,Unit3,Default series,3
616273.3039333358,2475108.469066227,570.0,Unit3,Default series,3
616228.579299615,2475067.747563423,584.0,Unit3,Default series,3
616198.5213636799,2475047.699269374,559.0,Unit3,Default series,3
616197.0253034377,2475047.4150550785,559.0,Unit3,Default series,3
616153.1863308763,2475030.8369294195,580.0,Unit3,Default series,3
616138.7995939828,2475046.6211775104,556.0,Unit3,Default series,3
616100.159547753,2475051.117517803,554.0,Unit3,Default series,3
616084.610638322,2475029.6146181,576.0,Unit3,Default series,3
616065.1703154582,2475010.066000394,580.0,Unit3,Default series,3
616030.5058216823,2474993.206318764,568.0,Unit3,Default series,3
616013.2713155656,2474991.9591457695,568.0,Unit3,Default series,3
615975.0031501319,2474974.76272241,563.0,Unit3,Default series,3
615954.1529818062,2474957.8721425193,563.0,Unit3,Default series,3
615947.9669569209,2474935.084302474,560.0,Unit3,Default series,3
615949.5334066192,2474905.5916157896,565.0,Unit3,Default series,3
615954.8866309297,2474898.100010129,577.0,Unit3,Default series,3
615940.044591775,2474884.5727073965,570.0,Unit3,Default series,3
615912.4250172803,2474874.050974413,556.0,Unit3,Default series,3
615910.8618412103,2474873.7319875667,556.0,Unit3,Default series,3
615882.315281073,2474865.2065443965,547.0,Unit3,Default series,3
615881.0452199248,2474864.61724609,547.0,Unit3,Default series,3
615878.7074490652,2474864.152300551,547.0,Unit3,Default series,3
615876.3882831092,2474863.691045288,547.0,Unit3,Default series,3
615855.8278418351,2474862.1502547003,546.0,Unit3,Default series,3
615853.9570310187,2474861.4243582347,546.0,Unit3,Default series,3
615853.0659934087,2474860.283922503,546.0,Unit3,Default series,3
615834.7330651139,2474849.383304559,532.0,Unit3,Default series,3
615833.399843455,2474849.161214593,532.0,Unit3,Default series,3
615815.5634593253,2474832.7373679155,543.0,Unit3,Default series,3
615793.4598840002,2474817.75284896,538.0,Unit3,Default series,3
615753.6154460178,2474800.598742859,540.0,Unit3,Default series,3
615734.1627376997,2474801.8605217906,530.0,Unit3,Default series,3
615719.1972204242,2474795.142873022,530.0,Unit3,Default series,3
615717.6293603838,2474794.6715576197,530.0,Unit3,Default series,3
615697.9696072451,2474769.973104549,529.0,Unit3,Default series,3
615676.6822271735,2474755.457303298,514.0,Unit3,Default series,3
615656.7564262435,2474748.30622171,496.0,Unit3,Default series,3
615648.4089496569,2474737.3328707227,513.0,Unit3,Default series,3
615647.306620752,2474736.6638133656,513.0,Unit3,Default series,3
615632.1877111193,2474716.082456119,513.0,Unit3,Default series,3
615613.6774603435,2474693.4117945945,507.0,Unit3,Default series,3
615602.9978909027,2474668.386670436,516.0,Unit3,Default series,3
615595.9363963933,2474652.9540188196,509.0,Unit3,Default series,3
615584.7989594764,2474654.29187136,509.0,Unit3,Default series,3
615564.9966820742,2474628.137745264,488.0,Unit3,Default series,3
615545.7746195921,2474611.05512504,503.0,Unit3,Default series,3
615545.2704734716,2474610.713765962,503.0,Unit3,Default series,3
615535.0629802073,2474605.309147701,487.0,Unit3,Default series,3
615514.4382364335,2474612.100648275,487.0,Unit3,Default series,3
615502.8420453881,2474605.061307135,478.0,Unit3,Default series,3
615472.777276712,2474593.118034532,474.0,Unit3,Default series,3
615455.7689858235,2474564.7410600097,488.0,Unit3,Default series,3
615454.0120313605,2474563.890856653,488.0,Unit3,Default series,3
615432.5325029735,2474537.72125515,472.0,Unit3,Default series,3
615431.0883718986,2474537.02076861,472.0,Unit3,Default series,3
615426.3974354499,2474528.1187839364,472.0,Unit3,Default series,3
615394.1496550551,2474516.956949248,462.0,Unit3,Default series,3
615384.9531559723,2474518.6683407617,453.0,Unit3,Default series,3
615350.4366560624,2474504.3421488805,449.0,Unit3,Default series,3
615337.6087169461,2474507.7015314843,449.0,Unit3,Default series,3
615355.6929814307,2474519.458469534,450.0,Unit3,Default series,3
615374.3886575601,2474539.7504796814,456.0,Unit3,Default series,3
615391.0003941663,2474571.4040271672,453.0,Unit3,Default series,3
615392.0136369849,2474572.6635096534,453.0,Unit3,Default series,3
615402.2018008033,2474595.538591293,446.0,Unit3,Default series,3
615430.9607105246,2474668.152551554,433.0,Unit3,Default series,3
615440.8909683796,2474709.362244365,426.0,Unit3,Default series,3
615441.3285244486,2474711.3409295646,426.0,Unit3,Default series,3
615434.115257525,2474751.963401607,412.0,Unit3,Default series,3
615434.6557917865,2474779.797790574,409.0,Unit3,Default series,3
615428.8154665964,2474797.6742056035,409.0,Unit3,Default series,3
615429.0968475979,2474798.512154078,409.0,Unit3,Default series,3
615450.5298927324,2474827.8745078854,410.0,Unit3,Default series,3
615468.4908316295,2474877.7308908436,400.0,Unit3,Default series,3
615511.9073131707,2474922.2065577274,394.0,Unit3,Default series,3
615548.6365183466,2475001.97077192,399.0,Unit3,Default series,3
615528.9040756609,2475079.970845059,377.0,Unit3,Default series,3
615628.61057622,2475094.10363164,373.0,Unit3,Default series,3
615688.9828312199,2475157.6346692843,372.0,Unit3,Default series,3
615721.9305909729,2475159.706970145,377.0,Unit3,Default series,3
615762.8569079026,2475237.0594578306,400.0,Unit3,Default series,3
615770.7254643057,2475308.487577981,398.0,Unit3,Default series,3
615818.3854225274,2475362.981096281,380.0,Unit3,Default series,3
615904.0535939104,2475408.938189241,384.0,Unit3,Default series,3
615974.1370162317,2475539.428815236,395.0,Unit3,Default series,3
616028.9347048058,2475572.4245743696,399.0,Unit3,Default series,3
616057.7452824572,2475578.285854512,406.0,Unit3,Default series,3
616074.1997730235,2475560.3514982443,406.0,Unit3,Default series,3
616102.4627314308,2475571.2106383275,411.0,Unit3,Default series,3
616136.6956151567,2475594.769089713,423.0,Unit3,Default series,3
616156.0027134079,2475615.316423343,427.0,Unit3,Default series,3
616203.7494456351,2475660.240788862,437.0,Unit3,Default series,3
616254.1260863302,2475738.553938364,456.0,Unit3,Default series,3
616289.8088553011,2475849.581522028,428.0,Unit3,Default series,3
616333.7705961263,2475915.8418971994,404.0,Unit3,Default series,3
616336.6238002178,2475918.2617915953,402.0,Unit3,Default series,3
616341.665796846,2475922.710790131,402.0,Unit3,Default series,3
616373.55122565,2475944.2376604965,403.0,Unit3,Default series,3
616389.8974415002,2475988.705042334,427.0,Unit3,Default series,3
616412.2085202273,2476085.5932583264,439.0,Unit3,Default series,3
616431.4669522604,2476091.6615748643,429.0,Unit3,Default series,3
616456.4168639503,2476112.042545485,421.0,Unit3,Default series,3
616476.6975250642,2476132.853740397,430.0,Unit3,Default series,3
616486.9794620591,2476176.971389184,438.0,Unit3,Default series,3
616492.7087934739,2476218.5522224456,436.0,Unit3,Default series,3
616503.2752014875,2476255.4925910304,425.0,Unit3,Default series,3
616521.3501219694,2476277.5429153405,420.0,Unit3,Default series,3
616561.8188901418,2476299.1644405145,422.0,Unit3,Default series,3
616593.1036732851,2476313.4812613935,427.0,Unit3,Default series,3
616628.454990902,2476357.989933245,437.0,Unit3,Default series,3
616656.1022927954,2476411.9523850284,442.0,Unit3,Default series,3
616676.943894583,2476468.456774356,434.0,Unit3,Default series,3
616687.793662291,2476517.987522524,435.0,Unit3,Default series,3
616737.1183829688,2476550.4488717904,428.0,Unit3,Default series,3
616754.9973724454,2476568.3776043504,428.0,Unit3,Default series,3
616794.7594921759,2476602.6911183577,428.0,Unit3,Default series,3
616837.5122361948,2476639.860346133,436.0,Unit3,Default series,3
616886.8879443413,2476708.8494928963,446.0,Unit3,Default series,3
616935.8167069696,2476784.247479211,465.0,Unit3,Default series,3
616993.7899848968,2476802.9365513143,448.0,Unit3,Default series,3
617024.2297753445,2476790.2049411824,449.0,Unit3,Default series,3
617087.2030012171,2476836.102088183,453.0,Unit3,Default series,3
617098.9705699147,2476874.6313741235,462.0,Unit3,Default series,3
617100.590549471,2476914.7944591003,466.0,Unit3,Default series,3
617085.6683395269,2476954.119077739,467.0,Unit3,Default series,3
617097.3037878489,2476992.0987203917,476.0,Unit3,Default series,3
617115.7415779164,2477046.853783046,476.0,Unit3,Default series,3
617158.7400952355,2477072.0548532694,471.0,Unit3,Default series,3
617183.4373837146,2477131.0480867554,462.0,Unit3,Default series,3
617225.2221850613,2477124.7155723628,454.0,Unit3,Default series,3
617273.3194958091,2477098.1972217076,469.0,Unit3,Default series,3
617351.7502038976,2477104.6701227,467.0,Unit3,Default series,3
617395.5643394961,2477101.0550987325,467.0,Unit3,Default series,3
617482.2771133005,2477117.3595210616,472.0,Unit3,Default series,3
617505.6198221986,2477181.4730277504,492.0,Unit3,Default series,3
617555.376070928,2477257.254756105,523.0,Unit3,Default series,3
617549.2755822502,2477316.0489035267,551.0,Unit3,Default series,3
617554.1899324348,2477402.6995540247,572.0,Unit3,Default series,3
617598.7787973427,2477476.4041764825,584.0,Unit3,Default series,3
617608.602489182,2477514.884000691,595.0,Unit3,Default series,3
617118.6149438359,2477037.7535845945,476.0,Unit4,Default series,4
617161.2719283048,2477060.0909380997,471.0,Unit4,Default series,4
617190.5224963223,2477127.8504974064,462.0,Unit4,Default series,4
617236.4273261852,2477111.6642447724,454.0,Unit4,Default series,4
617278.4084167277,2477094.02273115,469.0,Unit4,Default series,4
617326.9401704938,2477082.269971112,468.0,Unit4,Default series,4
617389.7478608115,2477083.0417456967,467.0,Unit4,Default series,4
617466.7616021354,2477094.8579488676,471.0,Unit4,Default series,4
617496.9554855172,2477023.091068617,483.0,Unit4,Default series,4
617563.9037020322,2476935.119488847,517.0,Unit4,Default series,4
617625.517960253,2476857.5374954566,555.0,Unit4,Default series,4
617619.3115859536,2476833.2333599213,570.0,Unit4,Default series,4
617620.0806287974,2476831.5394217568,570.0,Unit4,Default series,4
617776.2972029997,2476712.0960568576,549.0,Unit4,Default series,4
617761.6120236749,2476667.7991354577,559.0,Unit4,Default series,4
617568.5867316128,2476709.645601718,587.0,Unit4,Default series,4
617395.8795809089,2476661.7073578094,599.0,Unit4,Default series,4
617329.4994060345,2476671.5336492294,581.0,Unit4,Default series,4
617276.8494485926,2476665.14085954,557.0,Unit4,Default series,4
617231.5883027819,2476699.3254884523,555.0,Unit4,Default series,4
617144.5997127314,2476729.71906747,505.0,Unit4,Default series,4
617099.4211842571,2476677.463379313,488.0,Unit4,Default series,4
617053.5537319728,2476711.0053948965,463.0,Unit4,Default series,4
617005.7275495532,2476784.0146749057,448.0,Unit4,Default series,4
617043.7322720744,2476788.575041199,449.0,Unit4,Default series,4
617090.7078631052,2476829.130948991,453.0,Unit4,Default series,4
617107.3481000287,2476904.9853617675,463.0,Unit4,Default series,4
617093.5432836525,2476958.673693476,467.0,Unit4,Default series,4
617114.9196225031,2477021.5616590045,476.0,Unit4,Default series,4
